api	crate	path_line	snippet
candle_core::Storage::Cuda	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:319	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:320	_ => candle_core::bail!(concat!($name, " must be a CUDA tensor")),
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:386	candle_core::bail!("kiln_flash_attn_fwd_paged_decode failed with status {status}");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:417	candle_core::bail!("kiln-flash-attn only supports bf16, got {:?}", q.dtype());
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:420	candle_core::bail!("kiln-flash-attn only supports head_dim=128,256, got {head_dim}");
candle_core::Error::Msg	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:436	candle_core::Error::Msg(format!(
candle_core::Error::Msg	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:443	candle_core::Error::Msg(format!(
candle_core::Error::Msg	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:450	candle_core::Error::Msg(format!(
candle_core::Error::Msg	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:459	candle_core::Error::Msg(format!(
candle_core::Error::Msg	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:469	candle_core::Error::Msg(format!(
candle_core::Storage::Cuda	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:491	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:492	_ => candle_core::bail!("tensor must be on CUDA"),
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:574	candle_core::bail!("kiln_flash_attn_bwd failed with status {status}");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:846	candle_core::bail!("flash_attn_paged_decode_dyn_seqlen requires query_len==1, got {q_len}");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:850	candle_core::bail!("paged decode dyn seqlen head_dim mismatch");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:853	candle_core::bail!(
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:858	candle_core::bail!("flash_attn_paged_decode_dyn_seqlen requires bf16 q/k/v");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:861	candle_core::bail!(
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:866	candle_core::bail!(
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:871	candle_core::bail!(
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:877	candle_core::bail!(
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:884	candle_core::bail!("block_table batch dim ({bt_batch}) must match q batch ({b})");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:887	candle_core::bail!("seqused_k shape {:?} must be [{b}]", seqused_k.dims());
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:899	candle_core::bail!(
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:906	candle_core::bail!(
candle_core::Storage::Cuda	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:931	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:932	_ => candle_core::bail!(concat!($name, " must be a CUDA tensor")),
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:997	candle_core::bail!(
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1017	candle_core::bail!("paged_kv_write_token_major_bf16 k/v pool dims mismatch");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1024	candle_core::bail!("paged_kv_write_token_major_bf16 requires bf16 tensors");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1027	candle_core::bail!(
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1033	candle_core::bail!(
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1040	candle_core::bail!("paged_kv_write_token_major_bf16 slot {slot} exceeds u32");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1043	candle_core::bail!(
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1048	candle_core::bail!("paged_kv_write_token_major_bf16 head_dim {head_dim} exceeds i32");
candle_core::Storage::Cuda	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1061	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1062	_ => candle_core::bail!(concat!($name, " must be a CUDA tensor")),
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1100	candle_core::bail!("kiln_paged_kv_write_token_major_bf16 failed with status {status}");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1117	candle_core::bail!("paged_kv_write_token_major_bf16_slot k/v pool dims mismatch");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1124	candle_core::bail!("paged_kv_write_token_major_bf16_slot requires bf16 tensors");
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1127	candle_core::bail!(
candle_core::Storage::Cuda	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1145	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1146	_ => candle_core::bail!(concat!($name, " must be a CUDA tensor")),
candle_core::bail	kiln-flash-attn	crates/kiln-flash-attn/src/lib.rs:1189	candle_core::bail!(
candle_core::safetensors::save	kiln-train	crates/kiln-train/src/cuda_train.rs:2424	candle_core::safetensors::save(&tensors, output_path)
candle_core::safetensors::save	kiln-train	crates/kiln-train/src/cuda_train.rs:2477	candle_core::safetensors::save(&tensors, output_path)
candle_core::safetensors::load	kiln-train	crates/kiln-train/src/cuda_train.rs:2978	let saved = candle_core::safetensors::load(
candle_core::safetensors::load	kiln-train	crates/kiln-train/src/cuda_train.rs:3645	let loaded = candle_core::safetensors::load(&tmp, &Device::Cpu)?;
candle_core::safetensors::load	kiln-train	crates/kiln-train/src/cuda_train.rs:3686	let loaded = candle_core::safetensors::load(&tmp, &Device::Cpu)?;
candle_core::safetensors::load	kiln-train	crates/kiln-train/src/cuda_train.rs:3759	let loaded = candle_core::safetensors::load(
candle_core::safetensors::save	kiln-train	crates/kiln-train/src/adapter_shape.rs:319	candle_core::safetensors::save(&tensors, dir.join("adapter_model.safetensors"))?;
candle_core::TensorId	kiln-train	crates/kiln-train/src/vk_train.rs:25	use candle_core::TensorId;
candle_core::CudaStorage	kiln-train	crates/kiln-train/src/trainer.rs:12	use candle_core::CudaStorage;
candle_core::backend::BackendStorage	kiln-train	crates/kiln-train/src/trainer.rs:14	use candle_core::backend::BackendStorage;
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:555	let mut moments: HashMap<candle_core::TensorId, AdamWMoments> = HashMap::new();
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:592	pub moments: HashMap<candle_core::TensorId, AdamWMoments>,
candle_core::safetensors::load	kiln-train	crates/kiln-train/src/trainer.rs:741	let tensors = candle_core::safetensors::load(&st_path, device)
candle_core::safetensors::save	kiln-train	crates/kiln-train/src/trainer.rs:835	candle_core::safetensors::save(&tensor_data, &st_path)
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:4216	let chunk_max = logits_chunk.max_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:4221	let chunk_sumexp = shifted.exp()?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:4229	let chunk_sumexp = shifted.exp()?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:4248	let chunk_correct = (&logits_chunk * &one_hot)?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:4358	let mut group_accum: HashMap<candle_core::TensorId, Tensor> = HashMap::new();
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:4830	dst: &mut HashMap<candle_core::TensorId, Tensor>,
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:4831	src: HashMap<candle_core::TensorId, Tensor>,
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:4848	modules_by_var: HashMap<candle_core::TensorId, &'static str>,
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:4866	grads: &HashMap<candle_core::TensorId, Tensor>,
candle_core::backprop::GradStore	kiln-train	crates/kiln-train/src/trainer.rs:4881	grads: &candle_core::backprop::GradStore,
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:5318	let log_sum_exp = active_logits_f32.log_sum_exp(candle_core::D::Minus1)?; // [num_active]
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:5407	let chunk_max = logits_chunk.max_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:5412	let chunk_sumexp = shifted.exp()?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:5420	let chunk_sumexp = shifted.exp()?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:5439	let chunk_correct = (&logits_chunk * &one_hot)?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:5697	let log_sum_exp = active_logits_f32.log_sum_exp(candle_core::D::Minus1)?; // [num_active]
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:5795	let variance = active_hidden.sqr()?.mean_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:5818	let chunk_max = logits_chunk.max_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:5823	let chunk_sumexp = shifted.exp()?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:5831	let chunk_sumexp = shifted.exp()?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:5883	let dot = (&u * &active_hidden)?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:6068	let variance = active_hidden.sqr()?.mean_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:6092	let chunk_max = logits_chunk.max_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:6097	let chunk_sumexp = shifted.exp()?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:6105	let chunk_sumexp = shifted.exp()?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:6124	let chunk_correct = (&logits_chunk * &one_hot)?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-train	crates/kiln-train/src/trainer.rs:6327	let dot = (&u * &active_hidden)?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::Tensor	kiln-train	crates/kiln-train/src/trainer.rs:6375	lhs: &candle_core::Tensor,
candle_core::Tensor	kiln-train	crates/kiln-train/src/trainer.rs:6376	full_rhs: &candle_core::Tensor,
candle_core::Tensor	kiln-train	crates/kiln-train/src/trainer.rs:6379	) -> anyhow::Result<Option<candle_core::Tensor>> {
candle_core::safetensors::load	kiln-train	crates/kiln-train/src/trainer.rs:6548	let mut tensors = candle_core::safetensors::load(path, device).with_context(|| {
candle_core::backprop::GradStore	kiln-train	crates/kiln-train/src/trainer.rs:6590	grads: &candle_core::backprop::GradStore,
candle_core::backprop::GradStore	kiln-train	crates/kiln-train/src/trainer.rs:6609	grads: &candle_core::backprop::GradStore,
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:6822	dst: &mut HashMap<candle_core::TensorId, Tensor>,
candle_core::backprop::GradStore	kiln-train	crates/kiln-train/src/trainer.rs:6823	src: &candle_core::backprop::GradStore,
candle_core::backprop::GradStore	kiln-train	crates/kiln-train/src/trainer.rs:6844	grads: &candle_core::backprop::GradStore,
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:6897	grads: &HashMap<candle_core::TensorId, Tensor>,
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:6919	grads: &HashMap<candle_core::TensorId, Tensor>,
candle_core::Result	kiln-train	crates/kiln-train/src/trainer.rs:7608	) -> candle_core::Result<(CpuStorage, Shape)> {
candle_core::Result	kiln-train	crates/kiln-train/src/trainer.rs:7617	) -> candle_core::Result<(CudaStorage, Shape)> {
candle_core::Result	kiln-train	crates/kiln-train/src/trainer.rs:7631	) -> candle_core::Result<Option<Tensor>> {
candle_core::bail	kiln-train	crates/kiln-train/src/trainer.rs:7633	candle_core::bail!(
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:7663	accumulated_grads: &mut HashMap<candle_core::TensorId, Tensor>,
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:8356	accumulated_grads: &mut HashMap<candle_core::TensorId, Tensor>,
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:9290	accumulated_grads: &mut HashMap<candle_core::TensorId, Tensor>,
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:9506	accumulated_grads: &mut HashMap<candle_core::TensorId, Tensor>,
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:9844	) -> Result<(f64, HashMap<candle_core::TensorId, Tensor>)> {
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:10115	let mut accumulated_grads: HashMap<candle_core::TensorId, Tensor> = HashMap::new();
candle_core::backprop::GradStore	kiln-train	crates/kiln-train/src/trainer.rs:10334	) -> Result<(f64, candle_core::backprop::GradStore)> {
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:10658	accumulated_grads: &mut HashMap<candle_core::TensorId, Tensor>,
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:10800	) -> Result<(f64, HashMap<candle_core::TensorId, Tensor>, Option<f64>)> {
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:11014	let mut accumulated_grads: HashMap<candle_core::TensorId, Tensor> = HashMap::new();
candle_core::safetensors::load	kiln-train	crates/kiln-train/src/trainer.rs:13251	let saved = candle_core::safetensors::load(
candle_core::Var	kiln-train	crates/kiln-train/src/trainer.rs:14025	) -> Vec<(candle_core::Var, &'static str, String)> {
candle_core::Var	kiln-train	crates/kiln-train/src/trainer.rs:14026	let mut out: Vec<(candle_core::Var, &'static str, String)> = Vec::new();
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:14157	let mut grads_std: HashMap<candle_core::TensorId, Tensor> = HashMap::new();
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:14222	|grads: &HashMap<candle_core::TensorId, Tensor>, var: &Var| -> Result<Tensor> {
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:15726	let mut grads: HashMap<candle_core::TensorId, Tensor> = HashMap::new();
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:15852	let mut grads: HashMap<candle_core::TensorId, Tensor> = HashMap::new();
candle_core::TensorId	kiln-train	crates/kiln-train/src/trainer.rs:15932	let mut grads: HashMap<candle_core::TensorId, Tensor> = HashMap::new();
candle_core::safetensors::load	kiln-train	crates/kiln-train/src/trainer.rs:15979	let saved = candle_core::safetensors::load(
candle_core::safetensors::load	kiln-train	crates/kiln-train/src/train_receipt.rs:1357	let tensors = candle_core::safetensors::load(&adapter_model, &Device::Cpu)
candle_core::Tensor	kiln-train	crates/kiln-train/src/opd.rs:63	use candle_core::Tensor;
candle_core::Var	kiln-train	crates/kiln-train/src/opd.rs:1703	use candle_core::Var;
candle_nn::Optimizer	kiln-train	crates/kiln-train/src/opd.rs:1704	use candle_nn::Optimizer;
candle_nn::optim	kiln-train	crates/kiln-train/src/opd.rs:1705	use candle_nn::optim::{AdamW, ParamsAdamW};
candle_core::Device::Cpu	kiln-train	crates/kiln-train/src/opd.rs:1707	let device = candle_core::Device::Cpu;
candle_core::Tensor::from_vec	kiln-train	crates/kiln-train/src/opd.rs:1721	let head_t = candle_core::Tensor::from_vec(head_vec, (hidden_size, vocab_size), &device)?;
candle_nn::ops::log_softmax	kiln-train	crates/kiln-train/src/opd.rs:1865	candle_nn::ops::log_softmax(&logits, 2).context("local-teacher log_softmax")?;
candle_core::DType::F32	kiln-train	crates/kiln-train/src/opd.rs:1869	.to_dtype(candle_core::DType::F32)
candle_core::Var	kiln-train	crates/kiln-train/src/opd.rs:2061	use candle_core::Var;
candle_core::TensorId	kiln-train	crates/kiln-train/src/opd.rs:2737	let mut accumulated_grads: HashMap<candle_core::TensorId, Tensor> = HashMap::new();
candle_core::TensorId	kiln-train	crates/kiln-train/src/opd.rs:2778	let grads_on_device: HashMap<candle_core::TensorId, Tensor> = accumulated_grads
candle_core::Tensor	kiln-train	crates/kiln-train/src/echo.rs:53	use candle_core::Tensor;
candle_core::bail	kiln-marlin-gemm	crates/kiln-marlin-gemm/src/lib.rs:105	candle_core::bail!("kiln-marlin-gemm: a must be on CUDA");
candle_core::bail	kiln-marlin-gemm	crates/kiln-marlin-gemm/src/lib.rs:113	candle_core::bail!("kiln-marlin-gemm: k must be a multiple of 128 (got {k})");
candle_core::bail	kiln-marlin-gemm	crates/kiln-marlin-gemm/src/lib.rs:116	candle_core::bail!("kiln-marlin-gemm: n must be a multiple of 256 (got {n})");
candle_core::bail	kiln-marlin-gemm	crates/kiln-marlin-gemm/src/lib.rs:120	candle_core::bail!(
candle_core::bail	kiln-marlin-gemm	crates/kiln-marlin-gemm/src/lib.rs:129	candle_core::bail!("kiln-marlin-gemm: groupsize must be -1 or 128 (got {groupsize})");
candle_core::bail	kiln-marlin-gemm	crates/kiln-marlin-gemm/src/lib.rs:141	candle_core::bail!("kiln-marlin-gemm: k={k} must be divisible by groupsize={groupsize}");
candle_core::bail	kiln-marlin-gemm	crates/kiln-marlin-gemm/src/lib.rs:146	candle_core::bail!(
candle_core::bail	kiln-marlin-gemm	crates/kiln-marlin-gemm/src/lib.rs:153	candle_core::bail!("kiln-marlin-gemm: a must be bf16 (got {:?})", a.dtype());
candle_core::bail	kiln-marlin-gemm	crates/kiln-marlin-gemm/src/lib.rs:156	candle_core::bail!(
candle_core::bail	kiln-marlin-gemm	crates/kiln-marlin-gemm/src/lib.rs:162	candle_core::bail!(
candle_core::Storage::Cuda	kiln-marlin-gemm	crates/kiln-marlin-gemm/src/lib.rs:188	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-marlin-gemm	crates/kiln-marlin-gemm/src/lib.rs:189	_ => candle_core::bail!("kiln-marlin-gemm: a must be on CUDA"),
candle_core::Storage::Cuda	kiln-marlin-gemm	crates/kiln-marlin-gemm/src/lib.rs:192	candle_core::Storage::Cuda(c) => c,
